region,mean_residual,mean_observed_z,n_obs,expr_Mapt,expr_Apoe,expr_Trem2
cParasubiculum,0.23269169433812167,0.4838244921017764,24.0,-0.3735404958254851,0.0974611665397537,1.387596230922393
cPostsubiculum,0.4375387845660787,0.4838244921017764,24.0,-0.2506388705930845,0.21066973540935616,0.8347742465454395
"cEntorhinal area, lateral part",-0.0909577868763674,0.1790365487599653,24.0,1.017647436413287,0.17745707885682344,0.3460580197033157
"cEntorhinal area, medial part, dorsal zone",-0.6116505875726117,0.1790365487599653,24.0,-0.8451408831458559,0.5379016413359475,1.4518276049503365
cAnterior hypo nucleus,0.033041341432404565,-0.22589775304236467,24.0,1.1716833729442535,-0.5292904330868096,-0.7204581204642445
cArcuate hypo nucleus,0.136519422613297,-0.22589775304236467,24.0,-0.22569593754582404,2.0066067301045276,-0.32296761865190143
cDorsomedial nucleus of the hypo,0.0728203972378136,-0.22589775304236467,24.0,-0.0683161427425147,1.761811785053868,-0.42450716383459697
cLateral hypo area,-0.07097776586399333,-0.22589775304236467,24.0,0.06593953367445629,-0.05223653753027003,-0.42493734358666635
cLateral preoptic area,-0.044668773305321256,-0.22589775304236467,24.0,0.6310737575055367,1.4278414908448658,-0.5407251114248928
cMedian preoptic nucleus,0.04681986992641695,-0.22589775304236467,24.0,1.3185767484585065,1.3812668934616952,-0.02675305265342028
cMedial mammillary nucleus,-0.7821113346441263,-0.22589775304236467,24.0,-1.083441396379287,0.029173156267956503,0.4364610335375719
cMedial preoptic nucleus,0.14188769721597802,-0.22589775304236467,24.0,1.6381219591472456,2.259286391467897,-0.9227313058794432
cMedial preoptic area,0.014868379531953914,-0.22589775304236467,24.0,1.5024052173370992,1.7583047027445005,-0.7586992225911481
cPosterior hypo nucleus,-0.27214564742867986,-0.22589775304236467,24.0,-0.059384634232507394,-0.3161422039940164,-0.377320573825162
cDorsal premammillary nucleus,0.1112381716295483,-0.22589775304236467,24.0,0.7691480598169215,-0.7546258524760583,-0.6180120012751692
cParaventricular hypo nucleus,0.10378019851380095,-0.22589775304236467,24.0,1.0805495009929942,0.7063491689678019,-0.7368114373815369
"cPeriventricular hypo nucleus, posterior part",-0.06092325427116201,-0.22589775304236467,24.0,-0.27638742661446203,-1.2793121133187442,-0.19215005590106057
"cPeriventricular hypo nucleus, preoptic part",0.13999223067853475,-0.22589775304236467,24.0,0.8042029612604092,3.5281457440570776,-0.939712102127386
cRetrochiasmatic area,0.09031721920844886,-0.22589775304236467,24.0,-0.4043700708913039,0.7088536240945629,-0.9364592197388201
cSubparaventricular zone,0.14016471147702989,-0.22589775304236467,24.0,0.3859869636998764,1.9302534854908615,-0.7648070595718501
cSubthalam nucleus,0.13667829819575947,-0.22589775304236467,24.0,-0.2443886296891221,-1.5296783169304737,-0.22851995074682954
cSupramammillary nucleus,-0.05264951520912272,-0.22589775304236467,24.0,-1.5869531946849817,0.8348344392425469,0.8222624340949084
cTuberal nucleus,0.07307507496898923,-0.22589775304236467,24.0,-0.8067490240512285,0.8277862198834276,-0.5729074955725137
cVentromedial hypo nucleus,0.13499887251019374,-0.22589775304236467,24.0,0.23992621228356537,1.2199550660562426,-0.1269614670018589
"cAnterior cingulate area, dorsal part",,,0.0,1.6366866283659884,-0.3587881828727508,2.2566534948770554
"cAnterior cingulate area, ventral part",,,0.0,0.618267838377819,-0.2631855247545866,0.8764854463304849
"cAgranular insular area, dorsal part",0.014212573443917515,-0.2677544176013807,24.0,1.9456200988308598,-0.21579125297157814,2.0797582951620455
"cAgranular insular area, posterior part",0.015635589946033448,-0.2677544176013807,24.0,1.8130257751181378,-0.056672191189053464,-0.4626573092278367
"cAgranular insular area, ventral part",-0.005756617632811851,-0.2677544176013807,24.0,1.1617279308601425,0.0768133167930606,1.018126311159478
cDorsal auditory area,1.210679713465565,0.9500151737027287,24.0,0.6714110090980542,-0.9022617318503487,-0.7052756186930621
cPrimary auditory area,1.241977390825066,0.9500151737027287,24.0,0.7437978308023764,-1.0339411620629473,-0.7938815241384629
cVentral auditory area,1.201570881082615,0.9500151737027287,24.0,1.4676928952896278,-0.7421799815238657,-0.7389682970332555
cEctorhinal area,0.6239303482498871,0.8474467320046725,24.0,0.42596276342740313,-0.10237101042874275,-0.37108474975542144
"cFrontal pole, cerebral cortex",,,0.0,-1.9791699942318517,1.1770763235323116,2.352799266116349
cGustatory areas,,,0.0,1.6000952309087542,-0.05612869552248535,-0.033883374627455026
cInfralimbic area,,,0.0,0.3310609820350704,0.14060172048331063,0.8387924704465994
cPrimary motor area,-0.07850893754546294,-0.33168693080524103,24.0,1.3608087765881862,-0.5196404752326852,1.8546685651950818
cSecondary motor area,,,0.0,1.7186990828096647,-0.28764692387555074,2.152492648454096
"cOrbital area, lateral part",,,0.0,1.3552030253778449,-0.5388917496947274,2.071665418279514
"cOrbital area, medial part",,,0.0,2.4005129983792153,-0.16278916955431347,1.3374838208106912
"cOrbital area, ventrolateral part",,,0.0,1.4975119223270383,-0.01962010447593626,2.0643679214414243
cPerirhinal area,0.9944268175397987,0.8474467320046725,24.0,1.5843831199387621,-0.49296444817122664,-0.29884434715065517
cPrelimbic area,,,0.0,2.052826434148843,-0.10319331618737007,1.250103272113272
cPosterior parietal association areas,0.47235458359724664,0.24426508876102426,24.0,0.18739654982896833,-1.1062448487622434,0.4075462834029852
"cRetrosplenial area, lateral agranular part",,,0.0,0.984124164908834,-0.963239135000544,0.6852014004207088
"cRetrosplenial area, dorsal part",,,0.0,-0.07418907931227123,-0.7983693378365939,1.1540233503419375
"cRetrosplenial area, ventral part",,,0.0,0.790817495918992,-0.6142864177840303,1.9639574550135719
"cPrimary somatosensory area, barrel field",0.011643953201726417,-0.22760846218383346,24.0,1.0232787116854487,-0.8914741307795218,-0.4755819078223747
"cPrimary somatosensory area, lower limb",0.08279774009785267,-0.22760846218383346,24.0,1.52339968350213,-0.809325503561753,0.7938860203675615
"cPrimary somatosensory area, mouth",0.08864135340110947,-0.22760846218383346,24.0,1.1741754662994233,-0.35554903700337526,-0.4657279211204241
"cPrimary somatosensory area, nose",0.12153352169565983,-0.22760846218383346,24.0,-0.20255566018938065,-0.2990011680063328,-0.9054739667244875
"cPrimary somatosensory area, trunk",0.027970959139826803,-0.22760846218383346,24.0,0.4234389670184346,-0.3947543449773195,0.855575587062676
"cPrimary somatosensory area, upper limb",0.056322263097733416,-0.22760846218383346,24.0,1.1140402710547732,-0.7621593295855552,-0.11623774799425524
cSupplemental somatosensory area,,,0.0,1.7415745360047012,-0.7522569451261929,-0.653581769504918
cTemporal association areas,,,0.0,0.9532278818533323,-0.4980001434030552,-0.391214387907411
cAnterolat visual area,,,0.0,1.2517154913005988,-1.2237439261011631,-0.35575944131010384
cAnteromedial visual area,,,0.0,1.2473332170860836,-1.0648351611919527,0.7273681263323585
cVisceral area,,,0.0,1.9677740088657496,-0.6891745871638654,-0.7543051453051938
cLateral visual area,,,0.0,1.3860422217687174,-0.24953324584087674,0.21353218061313892
cPrimary visual area,,,0.0,0.7539756470522954,-0.5546008654746682,0.0682367659296713
cPosterolat visual area,,,0.0,-1.1649261983334545,0.22614448398035183,0.6544776574672134
cposteromedial visual area,,,0.0,-0.11027130350399547,-0.06986851086285352,0.8001578194522395
cNucleus ambiguus,0.07835490329758636,-0.2988650128975787,24.0,0.4561690351625773,-0.10097775182387403,-0.28933052334237214
cDorsal cochlear nucleus,0.07560322043113589,-0.2988650128975787,24.0,-1.2083883404802136,1.4235998688612335,1.128941854862335
cGigantocellular reticular nucleus,-0.027504074221267393,-0.2988650128975787,24.0,-0.688297317271978,-0.864519668908757,-0.7700673439361807
cInferior olivary complex,0.051041834097003864,-0.2988650128975787,24.0,-1.15633045306682,0.6260775156946109,-0.45825347723879967
cIntermediate reticular nucleus,0.01838120546078871,-0.2988650128975787,24.0,-0.11641019063108933,-0.14476752686097805,-0.7041891457549312
cLateral vestibular nucleus,0.07282683370620165,-0.2988650128975787,24.0,-1.2903208146697966,-0.2520728731137677,-0.04553239906478836
cLateral reticular nucleus,0.07005196795797101,-0.2988650128975787,24.0,-0.4902124254052576,0.3462845697715205,-0.6094290839449382
cMagnocellular reticular nucleus,0.04846557327620601,-0.2988650128975787,24.0,-0.5185850544387172,-0.31036348019730664,-0.6399733208067626
"cMedullary reticular nucleus, dorsal part",,,0.0,0.5742942887153103,0.6147493866243845,-0.87964538354866
"cMedullary reticular nucleus, ventral part",,,0.0,-0.042509758464763105,-0.12534805724883166,-0.7725493952614262
cMedial vestibular nucleus,0.07513086886099514,-0.2988650128975787,24.0,-0.20850195809833294,2.0557848040300137,0.36199819178820153
cNucleus of the solitary tract,0.06765370476385453,-0.2988650128975787,24.0,1.650222730910915,0.5390138677898493,-0.5243382879008289
cParvicellular reticular nucleus,0.04512040069717479,-0.2988650128975787,24.0,-0.20604266751247816,-0.1684716730579459,-0.677196264770452
"cParagigantocellular reticular nucleus, dorsal part",0.06933413550985436,-0.2988650128975787,24.0,-1.2361688597125045,0.10351285036959292,-0.9005799136671524
"cParagigantocellular reticular nucleus, lateral part",0.04331686491571741,-0.2988650128975787,24.0,-0.1475197080443443,-0.11419045126076369,-0.43537677122202134
cNucleus prepositus,0.07888590630843119,-0.2988650128975787,24.0,-0.2236732159482056,3.9660978074424,-0.15276834449364812
cNucleus raphe magnus,0.06922072925702755,-0.2988650128975787,24.0,-1.620130518663488,0.40127430893804455,-0.4832950060543228
cSpinal vestibular nucleus,0.07555046886057286,-0.2988650128975787,24.0,-0.07001809242615019,-0.18362584112444771,-0.3354279352890977
"cSpinal nucleus of the trigeminal, caudal part",0.07365180860897884,-0.2988650128975787,24.0,0.9870702672239985,1.0682620558181048,-0.2706769934487804
"cSpinal nucleus of the trigeminal, interpolar part",0.06516532001709506,-0.2988650128975787,24.0,0.05585232337491766,-0.19733319696342375,-0.1301658310963982
"cSpinal nucleus of the trigeminal, oral part",0.07096515212852823,-0.2988650128975787,24.0,-0.6914783272898006,-0.1588724087530144,-0.4633172307244894
cSuperior vestibular nucleus,0.07403315566274782,-0.2988650128975787,24.0,-1.7835599207684458,-0.26474302357494695,0.06567674658659353
cVentral cochlear nucleus,0.05928846517533915,-0.2988650128975787,24.0,-2.0973422986215193,1.6542790170763313,1.0108800058945646
cFacial motor nucleus,0.057822336107874406,-0.2988650128975787,24.0,-0.23630083803914706,-0.18992302693855892,-0.25740639613973976
cHypoglossal nucleus,0.07823147724831282,-0.2988650128975787,24.0,0.20822430922172552,0.4480613025648027,-0.770574593182125
cAnterior pretectal nucleus,,,0.0,-0.425340350128743,-0.9781430886968894,0.48927860269085655
cCentral linear nucleus raphe,,,0.0,-0.31341594643156845,-0.8950393521884223,-0.6095314975259044
cCuneiform nucleus,,,0.0,0.013163667006266592,0.1534399691457729,-0.6307477206666576
cDorsal nucleus raphe,,,0.0,-0.7533030527260867,0.8719338795021243,0.1452252922891019
"cInferior colliculus, central nucleus",,,0.0,-0.316968053354807,-0.4697818067336378,-0.33166845710791754
"cInferior colliculus, dorsal nucleus",,,0.0,-0.6662358993794784,0.562779932097061,-0.0242600977934541
"cInferior colliculus, external nucleus",,,0.0,-1.0820472545763766,-0.3350942368934733,-0.3284672593901094
cInterpeduncular nucleus,,,0.0,1.6520091798564644,0.7773362433272933,-0.204658348879321
cMedial pretectal area,,,0.0,-1.606996355408941,3.351008491413089,1.7964172023024012
cMidbrain reticular nucleus,,,0.0,-0.02743777468219705,-0.7742596518812037,-0.38072428625169447
cNucleus of the optic tract,,,0.0,0.9044367087046848,-1.1004275064202507,1.0933798170299815
cNucleus of the posterior commissure,,,0.0,-1.916532587103491,-0.18583611097868946,1.3296975688598067
cPeriaqueductal gray,,,0.0,0.14204699097045131,0.666596073264314,0.12068900694112669
cPedunculopontine nucleus,,,0.0,-0.204112191043409,-0.2427148934396315,-0.5766233459903326
cRed nucleus,,,0.0,0.12282164626143614,-1.46041960090756,-0.40335964796025187
"cMidbrain reticular nucleus, retrorubral area",,,0.0,0.17523996913542078,-0.4504567412846442,-0.4144037855696121
"cSuperior colliculus, motor related",,,0.0,0.2164170208609639,-0.5258631944513232,-0.24812383001364968
"cSuperior colliculus, sensory related",,,0.0,-0.11153016021478497,0.3848750342292333,0.9505284133649494
"cSubstantia nigra, compact part",,,0.0,0.8630626015876728,-0.8303156264179357,0.40448333882630116
"cSubstantia nigra, reticular part",,,0.0,-0.27989034171389704,-0.492665451125557,1.0108967971889855
cVentral tegmental area,,,0.0,0.352472242623276,-1.1638967256702075,-0.043817083647366466
cAccessory olfactory bulb,,,0.0,0.33442453139080114,0.04160904530027382,0.16799151200621482
cAnterior olfactory nucleus,,,0.0,0.44134543314703484,0.07631252705181034,2.3833604793953587
cDorsal peduncular area,,,0.0,0.3669826963863084,-0.02416832789120887,1.0067541084841258
cMain olfactory bulb,,,0.0,-1.6726872684456362,-1.4297001755170535,-0.3481860339193988
cNucleus of the lateral olfactory tract,,,0.0,1.720386608639448,-0.9674293279923192,-0.8524987421641073
cPiriform area,0.12264085845913231,-0.009980728894068433,24.0,1.4210586503543479,-0.030234785295283263,0.2777083559858883
cPostpiriform transition area,,,0.0,1.7076178751415125,0.1239565535078668,-0.45077815351911976
cTaenia tecta,,,0.0,0.5947627137652634,0.17972925540218138,1.2670890552294685
cBed nuclei of the stria terminalis,,,0.0,0.9320876552234824,1.897972456664199,-0.45401176353856587
"cGlobus pallidus, external segment",-0.41941416957073757,-0.7432511437560504,24.0,-0.9660285769305764,-0.5729041531939012,0.060432786128210736
"cGlobus pallidus, internal segment",-0.4028181845446775,-0.7432511437560504,24.0,-1.3741743212614277,0.14961938908029493,-0.21807362134801178
cMagnocellular nucleus,,,0.0,1.2225798187373769,-0.12424559888245387,-0.9508167043708149
cMedial septal nucleus,,,0.0,-0.08955366031993421,0.27447228093733833,-0.6773247257524825
cDiagonal band nucleus,,,0.0,0.14452548524087377,0.609415397664666,-0.3967863368587874
cSubstantia innominata,,,0.0,0.17054835828725745,0.3229561414333292,0.05401353999981775
cTriangular nucleus of septum,,,0.0,-0.879814776486673,0.2464773606611742,-0.6884073924555817
cSuperior central nucleus raphe,-0.18938942829457703,-0.2988650128975787,24.0,-0.39285938791105085,0.3661480850483491,-0.12682372085855823
cNucleus incertus,0.06345047274519765,-0.2988650128975787,24.0,-0.9872646534353331,1.594510878381165,0.4520945767259009
cNucleus of the lateral lemniscus,0.02942022103046002,-0.2988650128975787,24.0,-0.6439968622993878,0.08761546149902891,1.0814936514916746
cParabrachial nucleus,0.0537640989304518,-0.2988650128975787,24.0,-0.2828411085058756,0.9945089813280089,-0.6191475579093825
cPontine central gray,0.048487450507932704,-0.2988650128975787,24.0,-1.2168107880654997,2.0373336616253535,1.7017250078795616
cPontine gray,0.05740792211835009,-0.2988650128975787,24.0,0.36340424094848317,0.41122975586018085,0.9291407582597228
"cPontine reticular nucleus, caudal part",-0.024734340723804562,-0.2988650128975787,24.0,-1.1265095871528896,-0.054954608581649175,-0.20165716635149766
cPontine reticular nucleus,0.01947370663824535,-0.2988650128975787,24.0,-1.1586624425453547,-0.46831916054885914,0.029948721445468604
cPrincipal sensory nucleus of the trigeminal,0.06344141158953288,-0.2988650128975787,24.0,-1.1429437822599622,-0.24187915239927332,-0.37576084771989937
cSuperior olivary complex,0.06624495838101076,-0.2988650128975787,24.0,-1.0342143853580867,-0.032505687153943315,-0.10835266260383493
cSupratrigeminal nucleus,0.07364890099292172,-0.2988650128975787,24.0,-1.2760201517035046,0.8998584158345095,-0.027123988435293282
cTegmental reticular nucleus,0.047411448329824,-0.2988650128975787,24.0,-0.2710685652769054,0.268872413712905,1.386043369486798
cMotor nucleus of trigeminal,0.07158962860333043,-0.2988650128975787,24.0,-1.5370635964549273,0.07875368914344702,0.2967809592533128
cNucleus accumbens,,,0.0,-0.7568190206025303,0.448196989496133,0.5911350790013271
cCaudoputamen,-0.6233332922720908,-0.7286547001779552,24.0,-0.7801728915844764,-0.13133154335236435,0.00709610585182744
cFundus,,,0.0,0.722917604767222,-0.049947055042770326,-0.41560907441817085
"cLateral septal nucleus, caudal (caudodorsal) part",,,0.0,-0.8985549466154701,1.5881147243418579,-0.1945530482790712
"cLateral septal nucleus, rostral (rostroventral) part",,,0.0,-0.09342647517195811,1.2345796310906445,-0.2920744719560128
"cLateral septal nucleus, ventral part",,,0.0,-0.09471256380986058,2.018033468530705,-0.6422511197237053
cOlfactory tubercle,,,0.0,-1.133410591657239,0.29312513176642596,-0.5041740044693028
cSeptofimbrial nucleus,,,0.0,-0.9624519590151753,0.3286646777403954,-0.31880654867016595
cAnterodorsal nucleus,,,0.0,0.5970859336374217,0.4138490966969852,1.382962714265251
"cAnteromedial nucleus, dorsal part",,,0.0,0.2508238810401079,-1.029892187849453,-0.7105996892077368
"cAnteromedial nucleus, ventral part",,,0.0,0.46233275914388755,-1.6834187487928594,-0.6429725650101503
cAnteroventral nucleus of thalamus,,,0.0,0.33322827691497836,-1.2563141086634122,-0.03928019807766949
cCentral lateral nucleus of the thalamus,,,0.0,-1.1155562422179626,-0.4380814641850416,0.7659056830731955
cCentral medial nucleus of the thalamus,,,0.0,0.4371022090443364,-1.3080110278073303,0.6349589085092342
cIntermediodorsal nucleus of the thalamus,,,0.0,0.999385949289686,-0.3011110887381471,1.3667566299182219
cLateral dorsal nucleus thalamus,,,0.0,-0.09171482486912545,0.13016216422241536,1.5281122068699267
cDorsal part of the lateral geniculate complex,,,0.0,-0.32853592832382295,-1.1890723837416626,1.5660487115661859
cVentral part of the lateral geniculate complex,,,0.0,-0.7744473394868862,-1.2116896523781706,1.734515466924663
cLateral habenula,,,0.0,-0.533117784225321,0.42979193996316517,1.1284228323830925
cLateral posterior nucleus of the thalamus,,,0.0,-0.9018729328252784,-1.1722790780064882,0.5972397317177671
cMediodorsal nucleus of thalamus,,,0.0,-0.4530982393493809,-0.5794070109535031,0.49505527706410846
"cMedial geniculate complex, dorsal part",,,0.0,0.7780959501050572,-0.6069543402652365,0.3471658758778086
"cMedial geniculate complex, medial part",,,0.0,1.0237077361227325,-1.7540183271980918,1.233435926192638
"cMedial geniculate complex, ventral part",,,0.0,0.6489444968101568,-0.9960465199475182,1.0156776130267196
cMedial habenula,,,0.0,-0.9806947651442792,2.8199521962017613,6.571212300731805
cParafascicular nucleus,,,0.0,1.0602593139086012,-2.166472288022082,-0.29681266379246973
cPosterior complex of the thalamus,,,0.0,-1.0867565609036385,-1.464712769378415,0.36324406517462676
cPosterior limiting nucleus of the thalamus,,,0.0,0.7753515011073443,-2.2494586076847423,3.1864905858222263
cPeripeduncular nucleus,,,0.0,1.5544891923825543,-0.893985427834229,9.129731641820076
cParataenial nucleus,,,0.0,0.9853525962302889,-1.9992431671313133,-0.4757337724590919
cParaventricular nucleus of the thalamus,,,0.0,0.8847704295074075,0.40270612399255673,1.0339655882389311
cNucleus of reunions,,,0.0,1.010637420840357,-0.17043473429043,-0.5187204433973083
cRhomboid nucleus,,,0.0,0.20025925025217983,0.12967321269955717,-0.11093538956826089
cReticular nucleus of the thalamus,,,0.0,-0.3774820108861209,-0.7065482176169836,-0.38402430034847007
cSubmedial nucleus of the thalamus,,,0.0,-0.5170749756889629,-0.4130175534629466,0.04673228925609199
cSubparafascicular area,,,0.0,0.6298502077984245,0.4537672959037952,-0.3036232003673174
"cSubparafascicular nucleus, magnocellular part",,,0.0,1.2343106769375838,-0.7045764122057564,-0.17530661917061685
"cSubparafascicular nucleus, parvicellular part",,,0.0,0.09959924257015272,-0.8126821770317909,3.01390391054366
cVentral anterior-lateral complex of the thalamus,,,0.0,-0.6437834120704142,-0.6128058935579207,0.7687418912400878
cVentral nucleus thalamus medial,,,0.0,-0.2360453784853767,-1.0601931856285867,-0.02595280434605065
cVentral nucleus thalamus posterolateral,,,0.0,-0.9724934783923662,-0.49363885918953443,0.15164115697391067
cVentral nucleus thalamus,,,0.0,-1.0697444564074379,-0.8641040981658346,0.6456835126649376
cVentral nucleus thalamus posteromedial parvicellular part,,,0.0,0.5036901915890241,-2.4649175785675297,-0.226729438290527
